BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
1,10000,550,2,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
2,9300,730,1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,10500,1000,1,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner
2,16000,975,0,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,20000,1800,12,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,9000,745,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,18000,900,1,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent
2,10000,600,0,Super Area,Chennai,Unfurnished,Family,2,Contact Owner
2,16000,600,2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1,13500,450,3,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
2,16000,1030,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,8500,833,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,15000,1000,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,8200,840,1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,20000,750,1,Carpet Area,Chennai,Furnished,Family,2,Contact Owner
2,9000,950,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,13500,550,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,26000,1125,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,11000,700,1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,18000,1100,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,10000,700,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,40000,1250,2,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2,24000,1100,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1,18000,475,2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,11000,530,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,23000,1050,11,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent
2,11000,830,0,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner
2,8000,809,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,15000,900,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,9500,700,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,13500,1150,1,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
1,11000,750,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,13000,920,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,25000,1050,9,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent
2,12000,1800,2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,25000,1000,1,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
3,8500,1062,1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,8500,800,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1,5000,450,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,8500,900,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
4,100000,2240,0,Carpet Area,Chennai,Furnished,Bachelors/Family,4,Contact Agent
1,7500,500,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
1,7000,750,1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Agent
3,26000,1400,11,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,12000,1200,2,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2,18000,1424,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,13000,450,1,Super Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
3,160000,2700,8,Super Area,Chennai,Furnished,Bachelors,2,Contact Agent
2,8000,805,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1,6000,434,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,12500,1000,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,6500,595,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,10000,685,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,12500,1075,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,22000,1100,4,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2,17000,950,1,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner
3,20000,1500,19,Super Area,Chennai,Unfurnished,Bachelors,3,Contact Owner
3,22000,1100,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,11500,1100,2,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
3,23000,1000,1,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Owner
2,19000,800,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,45000,1500,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,17000,1250,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,9500,650,1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,45000,1650,1,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
4,60000,2317,10,Super Area,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent
2,12000,950,1,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner
3,40000,1700,3,Super Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner
3,16000,1300,1,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2,9000,805,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,35000,1109,3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,4000,300,1,Super Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
2,11000,700,1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,9500,950,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,25000,1290,4,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
2,10000,950,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1,12000,400,1,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner
2,19397,2000,7,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2,12000,939,3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,10000,1200,1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
2,20000,1800,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,15000,1200,2,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent
2,28000,1200,1,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner
3,10000,1750,1,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
1,3500,300,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
1,8000,650,1,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
2,13500,950,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,36000,1610,3,Super Area,Chennai,Semi-Furnished,Family,3,Contact Agent
2,15000,900,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1,5000,550,1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,10000,700,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,10000,800,2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,8500,580,3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,11000,950,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,8000,700,1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,12000,600,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,5000,200,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,7000,600,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,15000,550,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1,10000,600,4,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3,37500,1680,1,Super Area,Chennai,Semi-Furnished,Family,3,Contact Agent
2,7000,1100,1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1,6500,600,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,16000,820,0,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner
3,34000,1125,8,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Agent
2,11500,973,4,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner
2,15000,780,1,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner
1,8000,400,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
4,220000,4000,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2,22000,1000,2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,85000,3500,0,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,6000,350,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,14000,800,2,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2,11500,700,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1,6000,550,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3,24000,2100,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
3,32000,1700,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,16000,1420,0,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,13000,950,1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,14000,780,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,7500,800,1,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
2,10000,500,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,18500,1000,25,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,12000,750,2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,17000,1200,2,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,35000,1152,10,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Agent
2,9000,843,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,13000,900,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,27999,1250,2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,11000,650,2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
4,140000,2600,2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
1,12000,700,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,13000,720,1,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner
4,250000,3500,1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
4,80000,3000,1,Carpet Area,Chennai,Unfurnished,Bachelors,4,Contact Agent
2,22999,1144,1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,36000,1750,1,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent
3,70000,1450,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,12500,590,1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,18000,900,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,10000,800,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,18000,1000,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,37000,1650,2,Super Area,Chennai,Semi-Furnished,Family,3,Contact Agent
2,18000,700,0,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,25000,1280,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,10000,700,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,15000,980,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,15000,900,2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,9000,450,1,Super Area,Chennai,Unfurnished,Family,1,Contact Owner
2,14000,1200,2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,8500,650,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,35000,1903,6,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,10000,650,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,5000,450,2,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,23000,900,3,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
2,15000,550,2,Super Area,Chennai,Unfurnished,Family,1,Contact Owner
2,18500,750,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,28000,1000,2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,32000,1050,4,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Agent
1,14000,650,1,Carpet Area,Chennai,Furnished,Family,2,Contact Owner
1,7000,400,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,33000,1075,7,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Agent
3,100000,2000,3,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2,18000,720,4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,16000,1000,1,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
1,8500,500,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,10000,900,0,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2,13500,900,5,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,19000,900,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,11500,1000,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,22000,1300,1,Super Area,Chennai,Semi-Furnished,Family,3,Contact Owner
3,12000,1383,2,Super Area,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
2,10000,800,0,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2,15000,1500,1,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
3,35000,1350,0,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
3,70000,2000,3,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
3,32000,1200,0,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent
3,35000,1912,1,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent
1,10000,500,1,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
2,11000,950,1,Super Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
2,12000,1000,1,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
3,40000,1600,11,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Owner
2,8000,900,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,20000,1265,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,12000,1060,3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,15000,1050,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,27000,1500,2,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent
2,13000,890,1,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
2,9000,700,1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
3,25000,1146,1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,12000,700,1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,18000,800,0,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
2,9500,640,0,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,14000,909,5,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
4,40000,2400,0,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent
4,70000,3800,0,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2,15000,400,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,8500,886,2,Super Area,Chennai,Unfurnished,Family,2,Contact Owner
3,27500,1570,4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,15000,900,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1,5000,400,0,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,26000,1600,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,14000,1000,2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,20000,850,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,12000,750,0,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,17000,750,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,75000,2000,3,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,19500,1270,1,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2,10000,2000,1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,32000,1250,3,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2,15000,1000,0,Super Area,Chennai,Unfurnished,Family,2,Contact Owner
3,28000,1050,5,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,10677,800,5,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,50000,1625,8,Super Area,Chennai,Furnished,Bachelors/Family,3,Contact Agent
3,32500,1535,1,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
2,23000,850,1,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
4,75000,3800,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent
4,250000,4500,0,Carpet Area,Hyderabad,Semi-Furnished,Family,4,Contact Agent
2,10000,1100,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3,60000,3200,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,12000,647,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3,48000,1798,7,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,58000,1700,11,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
2,14000,930,5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,7000,150,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2,13000,1200,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,11000,1250,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,9500,900,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,7500,500,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,14000,900,0,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2,16000,1100,2,Super Area,Hyderabad,Furnished,Family,2,Contact Agent
3,18000,1500,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,8200,500,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3,12000,1300,1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
1,10000,300,10,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2,13000,800,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,22000,1400,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,10500,500,0,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2,11000,750,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3,20000,1200,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,14000,1350,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,12500,1400,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1,10500,450,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3,30000,2061,1,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2,11000,100,2,Super Area,Hyderabad,Furnished,Family,2,Contact Owner
2,9000,1100,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,35000,1650,5,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
3,23382,1500,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,9500,1140,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,9000,990,0,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3,60000,1700,7,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,11000,1200,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,11000,850,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,11000,900,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,8000,800,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,9000,1000,1,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2,8000,1020,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,5500,300,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2,12000,1800,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,25000,919,8,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,23000,25,5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,12000,1050,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,6500,200,0,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
1,9000,450,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4,25000,1000,15,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,12500,1250,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
3,45000,1900,9,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
2,27000,1500,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,75000,2395,14,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
2,9000,1800,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2,12000,700,3,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3,24000,1700,4,Super Area,Hyderabad,Unfurnished,Family,2,Contact Agent
2,15000,1200,2,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3,24000,1600,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,12000,745,8,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3,27000,2210,4,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
3,30000,1450,9,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,20000,1400,3,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
3,22000,2000,Upper,Carpet Area,Hyderabad,Furnished,Bachelors,3,Contact Owner
4,25000,1815,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,23000,1000,Upper,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,12000,1000,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,18000,1200,5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
3,55000,2430,7,Super Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent
1,5000,140,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2,13000,1200,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,9000,1100,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2,7000,800,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3,28000,1500,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,15000,1200,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,14000,1350,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
5,45000,2300,3,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Owner
1,12000,1300,2,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2,12500,1000,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,13000,1210,4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,9500,1050,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3,35000,1600,8,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
1,4000,300,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
1,8000,300,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,12500,1010,5,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3,65000,1850,5,Carpet Area,Hyderabad,Furnished,Bachelors,3,Contact Owner
2,13000,1300,0,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2,12500,1100,3,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3,45000,2200,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,6000,500,5,Built Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3,50000,2290,4,Super Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent
